date,region,district,population,ME-Fea,ME-Ang,ME-Sad,GH-Death
2023-06-19,Tamil Nadu,Madurai,1500,0.47,0.31,0.6,15.0
2023-06-19,Tamil Nadu,Salem,900,0.44,0.31,0.59,14.1
2023-06-19,Uttar Pradesh,Agra,1600,0.54,0.48,0.73,18.7
2023-06-19,Uttar Pradesh,Kanpur,2700,0.51,0.41,0.67,18.2
2023-06-19,Uttar Pradesh,Lucknow,2800,0.5,0.42,0.69,19.3
2023-06-19,Uttar Pradesh,Varanasi,1200,0.57,0.4,0.67,18.7
2023-06-19,West Bengal,Asansol,550,0.51,0.36,0.67,16.2
2023-06-19,West Bengal,Durgapur,600,0.51,0.37,0.65,17.4
2023-06-19,West Bengal,Howrah,1100,0.55,0.35,0.62,17.2
2023-06-19,West Bengal,Kolkata,4500,0.52,0.34,0.65,17.3
2023-06-20,Delhi,Central Delhi,1800,0.58,0.4,0.77,21.8
2023-06-20,Delhi,East Delhi,1700,0.61,0.47,0.76,22.3
2023-06-20,Delhi,North Delhi,3600,0.64,0.43,0.78,21.0
2023-06-20,Delhi,South Delhi,2700,0.65,0.41,0.76,21.6
2023-06-20,Gujarat,Ahmedabad,5600,0.44,0.32,0.56,14.6
2023-06-20,Gujarat,Rajkot,1300,0.43,0.31,0.54,13.8
2023-06-20,Gujarat,Surat,4500,0.44,0.32,0.52,13.5
2023-06-20,Gujarat,Vadodara,1700,0.43,0.31,0.54,14.0
2023-06-20,Karnataka,Bangalore,8400,0.51,0.34,0.58,15.4
2023-06-20,Karnataka,Hubli,950,0.48,0.32,0.6,15.6
2023-06-20,Karnataka,Mangalore,500,0.46,0.33,0.63,15.4
2023-06-20,Karnataka,Mysore,900,0.48,0.33,0.64,16.5
2023-06-20,Maharashtra,Mumbai,12500,0.55,0.36,0.73,20.3
2023-06-20,Maharashtra,Nagpur,2400,0.52,0.37,0.67,19.8
2023-06-20,Maharashtra,Pune,3100,0.6,0.37,0.73,19.3
2023-06-20,Maharashtra,Thane,1850,0.57,0.4,0.7,20.1
2023-06-20,Rajasthan,Jaipur,3100,0.47,0.36,0.62,14.2
2023-06-20,Rajasthan,Jodhpur,1000,0.47,0.38,0.61,15.6
2023-06-20,Rajasthan,Kota,1000,0.48,0.39,0.59,16.1
2023-06-20,Rajasthan,Udaipur,450,0.51,0.38,0.61,15.5
2023-06-20,Tamil Nadu,Chennai,7100,0.46,0.29,0.57,14.9
2023-06-20,Tamil Nadu,Coimbatore,1600,0.44,0.34,0.57,14.5
2023-06-20,Tamil Nadu,Madurai,1500,0.47,0.31,0.58,14.3
2023-06-20,Tamil Nadu,Salem,900,0.43,0.31,0.57,14.9
2023-06-20,Uttar Pradesh,Agra,1600,0.51,0.47,0.67,19.3
2023-06-20,Uttar Pradesh,Kanpur,2700,0.52,0.36,0.68,18.1
2023-06-20,Uttar Pradesh,Lucknow,2800,0.54,0.4,0.72,19.8
2023-06-20,Uttar Pradesh,Varanasi,1200,0.51,0.41,0.7,18.8
2023-06-20,West Bengal,Asansol,550,0.54,0.35,0.65,16.8
2023-06-20,West Bengal,Durgapur,600,0.51,0.38,0.62,16.9
2023-06-20,West Bengal,Howrah,1100,0.48,0.31,0.62,17.2
2023-06-20,West Bengal,Kolkata,4500,0.5,0.35,0.64,16.7
2023-06-21,Delhi,Central Delhi,1800,0.6,0.43,0.78,23.5
2023-06-21,Delhi,East Delhi,1700,0.62,0.44,0.72,21.8
2023-06-21,Delhi,North Delhi,3600,0.6,0.44,0.78,20.8
2023-06-21,Delhi,South Delhi,2700,0.63,0.45,0.8,21.9
2023-06-21,Gujarat,Ahmedabad,5600,0.42,0.28,0.55,14.3
2023-06-21,Gujarat,Rajkot,1300,0.45,0.3,0.55,13.5
2023-06-21,Gujarat,Surat,4500,0.42,0.33,0.55,14.4
2023-06-21,Gujarat,Vadodara,1700,0.43,0.34,0.5,13.3
2023-06-21,Karnataka,Bangalore,8400,0.5,0.32,0.62,16.8
2023-06-21,Karnataka,Hubli,950,0.48,0.33,0.62,16.5
2023-06-21,Karnataka,Mangalore,500,0.46,0.35,0.57,16.8
2023-06-21,Karnataka,Mysore,900,0.48,0.33,0.63,15.8
2023-06-21,Maharashtra,Mumbai,12500,0.59,0.38,0.73,19.5
2023-06-21,Maharashtra,Nagpur,2400,0.54,0.4,0.71,21.1
2023-06-21,Maharashtra,Pune,3100,0.58,0.36,0.69,19.7
2023-06-21,Maharashtra,Thane,1850,0.54,0.35,0.74,19.0
2023-06-21,Rajasthan,Jaipur,3100,0.45,0.38,0.61,16.2
2023-06-21,Rajasthan,Jodhpur,1000,0.46,0.39,0.62,14.9
2023-06-21,Rajasthan,Kota,1000,0.49,0.4,0.6,15.4
2023-06-21,Rajasthan,Udaipur,450,0.52,0.39,0.65,16.2
2023-06-21,Tamil Nadu,Chennai,7100,0.45,0.31,0.57,14.2
2023-06-21,Tamil Nadu,Coimbatore,1600,0.43,0.31,0.62,14.8
2023-06-21,Tamil Nadu,Madurai,1500,0.47,0.35,0.56,14.7
2023-06-21,Tamil Nadu,Salem,900,0.45,0.33,0.59,14.7
2023-06-21,Uttar Pradesh,Agra,1600,0.48,0.41,0.67,19.6
2023-06-21,Uttar Pradesh,Kanpur,2700,0.49,0.43,0.64,17.4
2023-06-21,Uttar Pradesh,Lucknow,2800,0.53,0.42,0.71,19.2
2023-06-21,Uttar Pradesh,Varanasi,1200,0.59,0.4,0.68,18.7
2023-06-21,West Bengal,Asansol,550,0.54,0.36,0.66,17.8
2023-06-21,West Bengal,Durgapur,600,0.53,0.36,0.62,17.8
2023-06-21,West Bengal,Howrah,1100,0.52,0.36,0.64,17.9
2023-06-21,West Bengal,Kolkata,4500,0.51,0.36,0.65,16.7
2023-06-22,Delhi,Central Delhi,1800,0.55,0.41,0.78,20.8
2023-06-22,Delhi,East Delhi,1700,0.59,0.44,0.73,22.5
2023-06-22,Delhi,North Delhi,3600,0.64,0.43,0.78,20.8
2023-06-22,Delhi,South Delhi,2700,0.59,0.44,0.77,22.1
2023-06-22,Gujarat,Ahmedabad,5600,0.46,0.29,0.55,14.8
2023-06-22,Gujarat,Rajkot,1300,0.44,0.3,0.55,14.7
2023-06-22,Gujarat,Surat,4500,0.44,0.33,0.51,13.7
2023-06-22,Gujarat,Vadodara,1700,0.42,0.3,0.54,14.0
2023-06-22,Karnataka,Bangalore,8400,0.46,0.33,0.62,17.5
2023-06-22,Karnataka,Hubli,950,0.45,0.35,0.61,16.0
2023-06-22,Karnataka,Mangalore,500,0.47,0.37,0.62,16.6
2023-06-22,Karnataka,Mysore,900,0.5,0.35,0.61,15.9
2023-06-22,Maharashtra,Mumbai,12500,0.59,0.41,0.69,20.0
2023-06-22,Maharashtra,Nagpur,2400,0.55,0.35,0.67,19.7
2023-06-22,Maharashtra,Pune,3100,0.61,0.34,0.72,19.6
2023-06-22,Maharashtra,Thane,1850,0.58,0.4,0.68,19.3
2023-06-22,Rajasthan,Jaipur,3100,0.5,0.38,0.63,16.2
2023-06-22,Rajasthan,Jodhpur,1000,0.46,0.38,0.64,15.6
2023-06-22,Rajasthan,Kota,1000,0.49,0.37,0.63,15.1
2023-06-22,Rajasthan,Udaipur,450,0.51,0.41,0.6,15.6
2023-06-22,Tamil Nadu,Chennai,7100,0.45,0.34,0.56,14.5
2023-06-22,Tamil Nadu,Coimbatore,1600,0.45,0.33,0.56,14.9
2023-06-22,Tamil Nadu,Madurai,1500,0.46,0.32,0.59,14.7
2023-06-22,Tamil Nadu,Salem,900,0.46,0.29,0.59,15.0
2023-06-22,Uttar Pradesh,Agra,1600,0.53,0.42,0.67,18.8
2023-06-22,Uttar Pradesh,Kanpur,2700,0.55,0.41,0.7,18.8
2023-06-22,Uttar Pradesh,Lucknow,2800,0.52,0.41,0.68,18.7
2023-06-22,Uttar Pradesh,Varanasi,1200,0.51,0.42,0.69,18.6
2023-06-22,West Bengal,Asansol,550,0.51,0.34,0.7,17.2
2023-06-22,West Bengal,Durgapur,600,0.54,0.35,0.64,17.6
2023-06-22,West Bengal,Howrah,1100,0.49,0.38,0.65,16.1
2023-06-22,West Bengal,Kolkata,4500,0.52,0.4,0.62,17.9
2023-06-23,Delhi,Central Delhi,1800,0.57,0.47,0.74,20.9
2023-06-23,Delhi,East Delhi,1700,0.6,0.47,0.82,21.2
2023-06-23,Delhi,North Delhi,3600,0.65,0.43,0.74,21.4
2023-06-23,Delhi,South Delhi,2700,0.64,0.43,0.77,21.5
2023-06-23,Gujarat,Ahmedabad,5600,0.45,0.32,0.52,14.1
2023-06-23,Gujarat,Rajkot,1300,0.41,0.31,0.56,13.9
2023-06-23,Gujarat,Surat,4500,0.46,0.29,0.55,14.9
2023-06-23,Gujarat,Vadodara,1700,0.46,0.29,0.56,14.0
2023-06-23,Karnataka,Bangalore,8400,0.51,0.36,0.6,16.5
2023-06-23,Karnataka,Hubli,950,0.5,0.37,0.61,16.1
2023-06-23,Karnataka,Mangalore,500,0.47,0.35,0.6,16.5
2023-06-23,Karnataka,Mysore,900,0.5,0.36,0.56,17.0
2023-06-23,Maharashtra,Mumbai,12500,0.54,0.36,0.71,20.0
2023-06-23,Maharashtra,Nagpur,2400,0.57,0.39,0.69,20.6
2023-06-23,Maharashtra,Pune,3100,0.54,0.39,0.69,19.7
2023-06-23,Maharashtra,Thane,1850,0.58,0.37,0.72,19.5
2023-06-23,Rajasthan,Jaipur,3100,0.49,0.43,0.61,16.6
2023-06-23,Rajasthan,Jodhpur,1000,0.48,0.39,0.63,15.8
2023-06-23,Rajasthan,Kota,1000,0.48,0.44,0.63,15.4
2023-06-23,Rajasthan,Udaipur,450,0.5,0.36,0.58,16.6
2023-06-23,Tamil Nadu,Chennai,7100,0.47,0.35,0.57,15.4
2023-06-23,Tamil Nadu,Coimbatore,1600,0.45,0.34,0.61,15.6
2023-06-23,Tamil Nadu,Madurai,1500,0.46,0.31,0.57,15.0
2023-06-23,Tamil Nadu,Salem,900,0.45,0.35,0.56,15.3
2023-06-23,Uttar Pradesh,Agra,1600,0.54,0.43,0.73,19.4
2023-06-23,Uttar Pradesh,Kanpur,2700,0.52,0.39,0.66,19.3
2023-06-23,Uttar Pradesh,Lucknow,2800,0.53,0.41,0.67,18.6
2023-06-23,Uttar Pradesh,Varanasi,1200,0.54,0.42,0.67,19.9
2023-06-23,West Bengal,Asansol,550,0.54,0.36,0.64,17.6
2023-06-23,West Bengal,Durgapur,600,0.53,0.35,0.62,16.9
2023-06-23,West Bengal,Howrah,1100,0.53,0.37,0.68,17.8
2023-06-23,West Bengal,Kolkata,4500,0.5,0.35,0.69,16.8
2023-06-24,Delhi,Central Delhi,1800,0.61,0.45,0.8,20.9
2023-06-24,Delhi,East Delhi,1700,0.62,0.4,0.81,20.6
2023-06-24,Delhi,North Delhi,3600,0.59,0.42,0.79,21.4
2023-06-24,Delhi,South Delhi,2700,0.63,0.45,0.76,20.1
2023-06-24,Gujarat,Ahmedabad,5600,0.44,0.32,0.55,13.6
2023-06-24,Gujarat,Rajkot,1300,0.43,0.3,0.55,13.3
2023-06-24,Gujarat,Surat,4500,0.44,0.3,0.54,14.0
2023-06-24,Gujarat,Vadodara,1700,0.46,0.3,0.53,14.3
2023-06-24,Karnataka,Bangalore,8400,0.49,0.3,0.62,17.0
2023-06-24,Karnataka,Hubli,950,0.46,0.32,0.61,15.8
2023-06-24,Karnataka,Mangalore,500,0.5,0.35,0.63,16.5
2023-06-24,Karnataka,Mysore,900,0.51,0.33,0.62,15.7
2023-06-24,Maharashtra,Mumbai,12500,0.57,0.39,0.69,19.2
2023-06-24,Maharashtra,Nagpur,2400,0.57,0.39,0.73,19.3
2023-06-24,Maharashtra,Pune,3100,0.54,0.42,0.66,20.0
2023-06-24,Maharashtra,Thane,1850,0.58,0.37,0.71,19.5
2023-06-24,Rajasthan,Jaipur,3100,0.49,0.4,0.59,15.2
2023-06-24,Rajasthan,Jodhpur,1000,0.48,0.38,0.61,16.1
2023-06-24,Rajasthan,Kota,1000,0.47,0.39,0.61,15.5
2023-06-24,Rajasthan,Udaipur,450,0.48,0.41,0.64,16.3
2023-06-24,Tamil Nadu,Chennai,7100,0.46,0.32,0.58,14.8
2023-06-24,Tamil Nadu,Coimbatore,1600,0.45,0.31,0.63,15.1
2023-06-24,Tamil Nadu,Madurai,1500,0.45,0.32,0.61,14.5
2023-06-24,Tamil Nadu,Salem,900,0.44,0.32,0.55,14.5
2023-06-24,Uttar Pradesh,Agra,1600,0.54,0.45,0.66,18.2
2023-06-24,Uttar Pradesh,Kanpur,2700,0.5,0.42,0.67,17.7
2023-06-24,Uttar Pradesh,Lucknow,2800,0.53,0.37,0.69,17.5
2023-06-24,Uttar Pradesh,Varanasi,1200,0.53,0.42,0.64,19.7
2023-06-24,West Bengal,Asansol,550,0.51,0.35,0.72,17.2
2023-06-24,West Bengal,Durgapur,600,0.51,0.38,0.64,17.6
2023-06-24,West Bengal,Howrah,1100,0.47,0.35,0.64,16.9
2023-06-24,West Bengal,Kolkata,4500,0.46,0.4,0.64,18.1
2023-06-25,Delhi,Central Delhi,1800,0.64,0.41,0.82,21.7
2023-06-25,Delhi,East Delhi,1700,0.66,0.42,0.78,22.2
2023-06-25,Delhi,North Delhi,3600,0.6,0.43,0.8,21.9
2023-06-25,Delhi,South Delhi,2700,0.59,0.43,0.77,21.5
2023-06-25,Gujarat,Ahmedabad,5600,0.45,0.27,0.52,14.0
2023-06-25,Gujarat,Rajkot,1300,0.43,0.31,0.57,14.8
2023-06-25,Gujarat,Surat,4500,0.43,0.32,0.56,13.5
2023-06-25,Gujarat,Vadodara,1700,0.42,0.3,0.58,14.4
2023-06-25,Karnataka,Bangalore,8400,0.51,0.33,0.58,16.5
2023-06-25,Karnataka,Hubli,950,0.48,0.36,0.62,16.4
2023-06-25,Karnataka,Mangalore,500,0.45,0.36,0.63,16.3
2023-06-25,Karnataka,Mysore,900,0.49,0.33,0.64,16.7
2023-06-25,Maharashtra,Mumbai,12500,0.54,0.36,0.68,19.3
2023-06-25,Maharashtra,Nagpur,2400,0.56,0.42,0.7,19.6
2023-06-25,Maharashtra,Pune,3100,0.54,0.38,0.7,19.2
2023-06-25,Maharashtra,Thane,1850,0.55,0.38,0.72,19.8
2023-06-25,Rajasthan,Jaipur,3100,0.46,0.34,0.61,16.5
2023-06-25,Rajasthan,Jodhpur,1000,0.47,0.38,0.63,15.5
2023-06-25,Rajasthan,Kota,1000,0.48,0.39,0.63,16.3
2023-06-25,Rajasthan,Udaipur,450,0.52,0.4,0.61,16.0
2023-06-25,Tamil Nadu,Chennai,7100,0.45,0.35,0.58,14.1
2023-06-25,Tamil Nadu,Coimbatore,1600,0.46,0.29,0.59,15.4
2023-06-25,Tamil Nadu,Madurai,1500,0.41,0.32,0.6,14.0
2023-06-25,Tamil Nadu,Salem,900,0.44,0.31,0.58,15.0
2023-06-25,Uttar Pradesh,Agra,1600,0.53,0.39,0.65,18.4
2023-06-25,Uttar Pradesh,Kanpur,2700,0.53,0.46,0.66,19.1
2023-06-25,Uttar Pradesh,Lucknow,2800,0.56,0.39,0.68,18.5
2023-06-25,Uttar Pradesh,Varanasi,1200,0.52,0.41,0.69,19.8
2023-06-25,West Bengal,Asansol,550,0.56,0.35,0.65,17.7
2023-06-25,West Bengal,Durgapur,600,0.52,0.36,0.64,16.7
2023-06-25,West Bengal,Howrah,1100,0.5,0.34,0.64,17.9
2023-06-25,West Bengal,Kolkata,4500,0.51,0.35,0.64,16.6
2023-06-26,Delhi,Central Delhi,1800,0.6,0.45,0.79,22.1
2023-06-26,Delhi,East Delhi,1700,0.59,0.46,0.75,21.1
2023-06-26,Delhi,North Delhi,3600,0.61,0.46,0.74,21.0
2023-06-26,Delhi,South Delhi,2700,0.62,0.45,0.72,21.7
2023-06-26,Gujarat,Ahmedabad,5600,0.43,0.32,0.52,14.5
2023-06-26,Gujarat,Rajkot,1300,0.44,0.3,0.57,13.8
2023-06-26,Gujarat,Surat,4500,0.44,0.32,0.55,14.3
2023-06-26,Gujarat,Vadodara,1700,0.44,0.32,0.55,14.8
2023-06-26,Karnataka,Bangalore,8400,0.47,0.34,0.59,15.9
2023-06-26,Karnataka,Hubli,950,0.52,0.37,0.59,15.8
2023-06-26,Karnataka,Mangalore,500,0.49,0.37,0.6,17.5
2023-06-26,Karnataka,Mysore,900,0.51,0.36,0.61,16.1
2023-06-26,Maharashtra,Mumbai,12500,0.56,0.41,0.66,19.9
2023-06-26,Maharashtra,Nagpur,2400,0.53,0.36,0.68,20.0
2023-06-26,Maharashtra,Pune,3100,0.57,0.4,0.71,19.6
2023-06-26,Maharashtra,Thane,1850,0.57,0.38,0.71,19.6
2023-06-26,Rajasthan,Jaipur,3100,0.49,0.41,0.65,15.9
2023-06-26,Rajasthan,Jodhpur,1000,0.49,0.34,0.63,15.4
2023-06-26,Rajasthan,Kota,1000,0.46,0.36,0.58,15.7
2023-06-26,Rajasthan,Udaipur,450,0.49,0.42,0.57,15.3
2023-06-26,Tamil Nadu,Chennai,7100,0.47,0.32,0.59,14.9
2023-06-26,Tamil Nadu,Coimbatore,1600,0.46,0.3,0.56,14.9
2023-06-26,Tamil Nadu,Madurai,1500,0.43,0.33,0.59,15.1
2023-06-26,Tamil Nadu,Salem,900,0.46,0.34,0.58,15.4
2023-06-26,Uttar Pradesh,Agra,1600,0.51,0.43,0.64,18.4
2023-06-26,Uttar Pradesh,Kanpur,2700,0.54,0.42,0.67,19.7
2023-06-26,Uttar Pradesh,Lucknow,2800,0.52,0.4,0.66,18.9
2023-06-26,Uttar Pradesh,Varanasi,1200,0.5,0.42,0.69,17.8
2023-06-26,West Bengal,Asansol,550,0.52,0.37,0.67,17.5
2023-06-26,West Bengal,Durgapur,600,0.54,0.36,0.6,16.9
2023-06-26,West Bengal,Howrah,1100,0.5,0.32,0.64,17.3
2023-06-26,West Bengal,Kolkata,4500,0.51,0.37,0.63,16.8
2023-06-27,Delhi,Central Delhi,1800,0.56,0.41,0.77,22.4
2023-06-27,Delhi,East Delhi,1700,0.58,0.43,0.78,21.2
2023-06-27,Delhi,North Delhi,3600,0.58,0.44,0.79,21.4
2023-06-27,Delhi,South Delhi,2700,0.6,0.43,0.75,21.7
2023-06-27,Gujarat,Ahmedabad,5600,0.42,0.32,0.55,13.8
2023-06-27,Gujarat,Rajkot,1300,0.41,0.29,0.55,14.6
2023-06-27,Gujarat,Surat,4500,0.42,0.3,0.57,13.8
2023-06-27,Gujarat,Vadodara,1700,0.45,0.27,0.56,14.6
2023-06-27,Karnataka,Bangalore,8400,0.49,0.31,0.62,16.9
2023-06-27,Karnataka,Hubli,950,0.47,0.32,0.6,16.9
2023-06-27,Karnataka,Mangalore,500,0.48,0.33,0.62,16.8
2023-06-27,Karnataka,Mysore,900,0.48,0.36,0.63,16.7
2023-06-27,Maharashtra,Mumbai,12500,0.57,0.41,0.73,19.4
2023-06-27,Maharashtra,Nagpur,2400,0.53,0.4,0.68,20.7
2023-06-27,Maharashtra,Pune,3100,0.55,0.34,0.73,19.4
2023-06-27,Maharashtra,Thane,1850,0.57,0.41,0.7,19.5
2023-06-27,Rajasthan,Jaipur,3100,0.5,0.39,0.62,15.4
2023-06-27,Rajasthan,Jodhpur,1000,0.5,0.38,0.58,15.6
2023-06-27,Rajasthan,Kota,1000,0.48,0.4,0.62,15.5
2023-06-27,Rajasthan,Udaipur,450,0.49,0.37,0.63,15.3
2023-06-27,Tamil Nadu,Chennai,7100,0.5,0.33,0.59,15.3
2023-06-27,Tamil Nadu,Coimbatore,1600,0.43,0.34,0.55,14.9
2023-06-27,Tamil Nadu,Madurai,1500,0.48,0.31,0.61,14.7
2023-06-27,Tamil Nadu,Salem,900,0.45,0.34,0.59,14.7
2023-06-27,Uttar Pradesh,Agra,1600,0.54,0.42,0.69,19.3
2023-06-27,Uttar Pradesh,Kanpur,2700,0.55,0.41,0.65,19.3
2023-06-27,Uttar Pradesh,Lucknow,2800,0.52,0.39,0.7,19.8
2023-06-27,Uttar Pradesh,Varanasi,1200,0.52,0.43,0.66,19.2
2023-06-27,West Bengal,Asansol,550,0.51,0.38,0.65,17.1
2023-06-27,West Bengal,Durgapur,600,0.49,0.38,0.64,17.6
2023-06-27,West Bengal,Howrah,1100,0.51,0.37,0.65,18.2
2023-06-27,West Bengal,Kolkata,4500,0.5,0.36,0.65,16.8
2023-06-28,Delhi,Central Delhi,1800,0.63,0.44,0.79,21.2
2023-06-28,Delhi,East Delhi,1700,0.59,0.41,0.8,21.8
2023-06-28,Delhi,North Delhi,3600,0.57,0.44,0.74,21.2
2023-06-28,Delhi,South Delhi,2700,0.61,0.41,0.73,22.1
2023-06-28,Gujarat,Ahmedabad,5600,0.43,0.32,0.56,13.3
2023-06-28,Gujarat,Rajkot,1300,0.45,0.29,0.55,14.4
2023-06-28,Gujarat,Surat,4500,0.42,0.29,0.54,13.8
2023-06-28,Gujarat,Vadodara,1700,0.47,0.29,0.55,14.7
2023-06-28,Karnataka,Bangalore,8400,0.48,0.33,0.61,16.5
2023-06-28,Karnataka,Hubli,950,0.48,0.36,0.65,16.7
2023-06-28,Karnataka,Mangalore,500,0.46,0.34,0.58,16.8
2023-06-28,Karnataka,Mysore,900,0.46,0.38,0.59,17.0
2023-06-28,Maharashtra,Mumbai,12500,0.58,0.38,0.68,21.0
2023-06-28,Maharashtra,Nagpur,2400,0.56,0.37,0.72,20.8
2023-06-28,Maharashtra,Pune,3100,0.59,0.36,0.71,18.8
2023-06-28,Maharashtra,Thane,1850,0.6,0.39,0.68,19.6
2023-06-28,Rajasthan,Jaipur,3100,0.49,0.39,0.59,16.0
2023-06-28,Rajasthan,Jodhpur,1000,0.47,0.42,0.62,16.2
2023-06-28,Rajasthan,Kota,1000,0.48,0.38,0.63,15.7
2023-06-28,Rajasthan,Udaipur,450,0.47,0.36,0.61,15.8
2023-06-28,Tamil Nadu,Chennai,7100,0.47,0.31,0.6,15.1
2023-06-28,Tamil Nadu,Coimbatore,1600,0.48,0.35,0.59,15.0
2023-06-28,Tamil Nadu,Madurai,1500,0.45,0.33,0.59,14.6
2023-06-28,Tamil Nadu,Salem,900,0.43,0.34,0.58,14.4
2023-06-28,Uttar Pradesh,Agra,1600,0.57,0.44,0.64,19.8
2023-06-28,Uttar Pradesh,Kanpur,2700,0.52,0.42,0.63,19.2
2023-06-28,Uttar Pradesh,Lucknow,2800,0.53,0.42,0.65,18.5
2023-06-28,Uttar Pradesh,Varanasi,1200,0.55,0.42,0.68,19.3
2023-06-28,West Bengal,Asansol,550,0.52,0.36,0.63,17.5
2023-06-28,West Bengal,Durgapur,600,0.49,0.36,0.68,16.4
2023-06-28,West Bengal,Howrah,1100,0.49,0.37,0.67,17.4
2023-06-28,West Bengal,Kolkata,4500,0.51,0.39,0.65,16.1
2023-06-29,Delhi,Central Delhi,1800,0.61,0.42,0.75,20.4
2023-06-29,Delhi,East Delhi,1700,0.64,0.47,0.79,21.3
2023-06-29,Delhi,North Delhi,3600,0.62,0.45,0.82,21.4
2023-06-29,Delhi,South Delhi,2700,0.61,0.48,0.8,21.3
2023-06-29,Gujarat,Ahmedabad,5600,0.43,0.3,0.56,13.7
2023-06-29,Gujarat,Rajkot,1300,0.43,0.3,0.55,14.0
2023-06-29,Gujarat,Surat,4500,0.44,0.31,0.58,13.9
2023-06-29,Gujarat,Vadodara,1700,0.44,0.3,0.55,14.1
2023-06-29,Karnataka,Bangalore,8400,0.48,0.34,0.64,16.5
2023-06-29,Karnataka,Hubli,950,0.49,0.37,0.63,16.7
2023-06-29,Karnataka,Mangalore,500,0.53,0.35,0.6,17.5
2023-06-29,Karnataka,Mysore,900,0.51,0.33,0.65,16.3
2023-06-29,Maharashtra,Mumbai,12500,0.58,0.38,0.7,19.8
2023-06-29,Maharashtra,Nagpur,2400,0.58,0.36,0.71,19.9
2023-06-29,Maharashtra,Pune,3100,0.56,0.37,0.71,19.5
2023-06-29,Maharashtra,Thane,1850,0.55,0.37,0.71,21.2
2023-06-29,Rajasthan,Jaipur,3100,0.49,0.4,0.61,15.5
2023-06-29,Rajasthan,Jodhpur,1000,0.5,0.36,0.57,15.9
2023-06-29,Rajasthan,Kota,1000,0.49,0.4,0.6,15.7
2023-06-29,Rajasthan,Udaipur,450,0.46,0.38,0.61,15.9
2023-06-29,Tamil Nadu,Chennai,7100,0.46,0.31,0.58,15.0
2023-06-29,Tamil Nadu,Coimbatore,1600,0.47,0.36,0.58,15.5
2023-06-29,Tamil Nadu,Madurai,1500,0.43,0.31,0.6,14.9
2023-06-29,Tamil Nadu,Salem,900,0.47,0.3,0.56,14.9
2023-06-29,Uttar Pradesh,Agra,1600,0.54,0.41,0.65,20.5
2023-06-29,Uttar Pradesh,Kanpur,2700,0.54,0.42,0.67,19.6
2023-06-29,Uttar Pradesh,Lucknow,2800,0.56,0.43,0.69,19.0
2023-06-29,Uttar Pradesh,Varanasi,1200,0.52,0.41,0.65,19.0
2023-06-29,West Bengal,Asansol,550,0.51,0.39,0.61,17.3
2023-06-29,West Bengal,Durgapur,600,0.52,0.36,0.6,17.4
2023-06-29,West Bengal,Howrah,1100,0.54,0.34,0.64,18.0
2023-06-29,West Bengal,Kolkata,4500,0.5,0.34,0.6,17.6
2023-06-30,Delhi,Central Delhi,1800,0.61,0.45,0.75,22.1
2023-06-30,Delhi,East Delhi,1700,0.62,0.46,0.76,21.2
2023-06-30,Delhi,North Delhi,3600,0.58,0.46,0.81,22.0
2023-06-30,Delhi,South Delhi,2700,0.61,0.43,0.75,22.5
2023-06-30,Gujarat,Ahmedabad,5600,0.45,0.28,0.59,13.8
2023-06-30,Gujarat,Rajkot,1300,0.44,0.28,0.59,14.1
2023-06-30,Gujarat,Surat,4500,0.42,0.32,0.54,13.8
2023-06-30,Gujarat,Vadodara,1700,0.45,0.31,0.55,14.3
2023-06-30,Karnataka,Bangalore,8400,0.47,0.34,0.61,16.3
2023-06-30,Karnataka,Hubli,950,0.49,0.34,0.61,16.5
2023-06-30,Karnataka,Mangalore,500,0.48,0.31,0.63,16.0
2023-06-30,Karnataka,Mysore,900,0.49,0.38,0.61,16.0
2023-06-30,Maharashtra,Mumbai,12500,0.57,0.36,0.72,19.3
2023-06-30,Maharashtra,Nagpur,2400,0.57,0.39,0.71,19.6
2023-06-30,Maharashtra,Pune,3100,0.53,0.41,0.72,20.2
2023-06-30,Maharashtra,Thane,1850,0.56,0.37,0.74,20.5
2023-06-30,Rajasthan,Jaipur,3100,0.49,0.38,0.63,16.4
2023-06-30,Rajasthan,Jodhpur,1000,0.47,0.39,0.61,17.0
2023-06-30,Rajasthan,Kota,1000,0.49,0.42,0.61,15.8
2023-06-30,Rajasthan,Udaipur,450,0.47,0.38,0.63,16.1
2023-06-30,Tamil Nadu,Chennai,7100,0.46,0.34,0.56,15.2
2023-06-30,Tamil Nadu,Coimbatore,1600,0.49,0.32,0.55,14.9
2023-06-30,Tamil Nadu,Madurai,1500,0.47,0.29,0.57,15.1
2023-06-30,Tamil Nadu,Salem,900,0.46,0.37,0.59,15.8
2023-06-30,Uttar Pradesh,Agra,1600,0.54,0.41,0.7,18.5
2023-06-30,Uttar Pradesh,Kanpur,2700,0.52,0.41,0.64,18.4
2023-06-30,Uttar Pradesh,Lucknow,2800,0.56,0.42,0.72,19.3
2023-06-30,Uttar Pradesh,Varanasi,1200,0.5,0.42,0.71,18.9
2023-06-30,West Bengal,Asansol,550,0.52,0.36,0.63,16.8
2023-06-30,West Bengal,Durgapur,600,0.52,0.38,0.67,16.7
2023-06-30,West Bengal,Howrah,1100,0.52,0.35,0.66,17.4
2023-06-30,West Bengal,Kolkata,4500,0.52,0.36,0.68,16.6
2023-07-01,Delhi,Central Delhi,1800,0.59,0.44,0.75,22.0
